STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT21
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-02,7.16,0.00,0.0,0.0,75,85,64,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-03,12.53,0.00,0.0,0.0,75,89,61,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-04,11.86,0.55,0.0,0.0,71,80,62,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-05,18.79,0.00,0.0,0.0,62,69,54,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-06,15.88,0.00,0.0,0.0,56,65,47,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-07,12.75,0.00,0.0,0.0,57,69,45,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-08,4.70,0.00,0.0,0.0,57,70,43,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-09,7.16,0.01,0.0,0.0,60,78,42,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-10,6.93,0.00,0.0,0.0,65,75,55,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-11,7.38,0.00,0.0,0.0,68,82,53,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-12,9.62,0.00,0.0,0.0,72,89,55,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-13,12.97,0.06,0.0,0.0,76,83,69,1,,,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-14,5.82,0.04,0.0,0.0,69,76,61,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-15,11.86,0.00,0.0,0.0,75,89,61,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-16,12.08,0.00,0.0,0.0,77,86,67,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-17,7.38,0.00,0.0,0.0,72,81,62,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-18,11.86,0.04,0.0,0.0,62,67,57,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-19,8.72,0.36,0.0,0.0,67,71,62,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-20,11.63,0.23,0.0,0.0,64,74,54,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-21,14.09,0.00,0.0,0.0,59,65,52,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-22,10.51,0.00,0.0,0.0,60,72,48,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-23,5.14,0.00,0.0,0.0,64,79,48,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-24,3.36,0.00,0.0,0.0,66,81,50,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-25,6.71,0.00,0.0,0.0,67,82,51,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-26,6.04,0.00,0.0,0.0,64,75,52,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-27,9.62,0.00,0.0,0.0,61,74,48,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-28,10.29,0.00,0.0,0.0,64,78,50,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-29,10.29,2.37,0.0,0.0,71,80,61,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-30,10.29,0.00,0.0,0.0,69,83,62,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-03-31,6.93,0.06,0.0,0.0,74,83,64,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-01,12.30,0.00,0.0,0.0,70,79,60,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-02,7.16,0.00,0.0,0.0,65,78,52,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-03,6.49,0.00,0.0,0.0,69,85,52,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-04,6.71,0.00,0.0,0.0,73,84,61,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-05,7.83,0.49,0.0,0.0,72,81,62,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-06,8.50,0.00,0.0,0.0,73,83,62,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-07,6.49,0.00,0.0,0.0,73,86,60,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-08,4.92,0.00,0.0,0.0,74,86,62,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-09,5.59,0.00,0.0,0.0,76,88,63,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-10,5.14,0.00,0.0,0.0,75,87,63,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-11,8.50,0.00,0.0,0.0,76,88,63,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-12,7.38,0.00,0.0,0.0,78,88,67,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-13,8.05,0.00,0.0,0.0,81,91,71,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-14,7.83,0.00,0.0,0.0,80,91,69,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-15,8.72,0.00,0.0,0.0,80,91,68,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-16,11.18,0.00,0.0,0.0,76,87,65,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-17,10.07,0.00,0.0,0.0,70,85,55,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-18,12.30,0.00,0.0,0.0,59,69,49,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-19,7.16,0.00,0.0,0.0,60,76,44,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-20,7.38,0.00,0.0,0.0,66,81,51,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-21,9.17,0.00,0.0,0.0,71,83,58,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-22,9.62,0.00,0.0,0.0,73,85,60,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-23,9.40,0.00,0.0,0.0,74,87,61,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-24,5.14,0.00,0.0,0.0,74,87,61,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-25,6.49,0.98,0.0,0.0,72,82,62,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-26,13.65,0.54,0.0,0.0,66,76,56,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-27,9.62,0.00,0.0,0.0,68,80,55,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-28,8.28,0.00,0.0,0.0,69,81,57,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-29,12.30,0.00,0.0,0.0,71,80,62,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-04-30,11.86,0.08,0.0,0.0,72,78,65,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-01,11.41,0.56,0.0,0.0,72,78,65,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-02,9.40,0.00,0.0,0.0,74,82,65,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-03,10.74,0.20,0.0,0.0,70,76,63,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-04,12.30,0.00,0.0,0.0,71,81,61,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-05,11.63,0.00,0.0,0.0,72,82,62,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-06,12.08,0.00,0.0,0.0,74,85,63,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-07,11.41,0.10,0.0,0.0,73,84,61,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-08,12.08,0.03,0.0,0.0,72,81,63,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-09,9.40,0.00,0.0,0.0,72,82,61,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-10,7.83,0.00,0.0,0.0,73,83,63,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-11,7.16,0.00,0.0,0.0,73,84,62,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-12,5.82,0.00,0.0,0.0,72,85,58,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-13,5.14,0.28,0.0,0.0,75,90,59,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-14,6.26,0.00,0.0,0.0,77,89,65,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-15,6.93,0.00,0.0,0.0,77,87,67,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-16,6.93,0.00,0.0,0.0,79,91,66,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-17,6.49,0.00,0.0,0.0,79,93,64,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-18,5.37,0.00,0.0,0.0,79,92,65,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-19,4.92,0.00,0.0,0.0,76,89,63,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-20,4.92,0.00,0.0,0.0,77,91,63,,,,,,,1,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-21,8.50,0.00,0.0,0.0,81,93,69,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-22,7.38,0.56,0.0,0.0,83,94,72,1,1,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-23,6.04,0.03,0.0,0.0,82,91,73,1,,,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-24,8.72,0.00,0.0,0.0,78,87,68,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-25,6.93,1.52,0.0,0.0,79,92,66,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-26,6.04,0.00,0.0,0.0,79,91,67,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-27,6.49,0.00,0.0,0.0,80,92,67,1,1,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-28,5.59,0.51,0.0,0.0,76,85,66,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-29,6.04,0.17,0.0,0.0,80,91,68,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-30,6.71,0.00,0.0,0.0,81,94,68,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-05-31,7.61,1.88,0.0,0.0,81,93,69,1,1,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-01,6.71,0.60,0.0,0.0,77,86,68,1,1,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-02,7.61,0.00,0.0,0.0,80,91,69,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-03,5.82,1.52,0.0,0.0,81,93,69,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-04,4.25,0.00,0.0,0.0,82,92,71,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-05,5.59,0.02,0.0,0.0,82,92,72,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-06,4.92,0.01,0.0,0.0,82,91,72,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-07,3.58,0.72,0.0,0.0,79,86,72,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-08,4.70,0.04,0.0,0.0,80,88,72,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-09,5.59,0.00,0.0,0.0,83,93,72,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-10,5.59,0.00,0.0,0.0,81,91,70,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-11,4.70,0.00,0.0,0.0,81,93,69,1,,,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-12,10.51,0.00,0.0,0.0,83,94,72,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-13,6.71,0.00,0.0,0.0,84,95,72,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-14,4.92,0.08,0.0,0.0,82,92,71,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-15,5.82,0.26,0.0,0.0,83,95,71,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-16,6.26,0.00,0.0,0.0,81,93,69,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-17,5.82,0.00,0.0,0.0,82,93,71,1,,1,,,,,,,1,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-18,6.49,0.84,0.0,0.0,82,93,70,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-19,4.92,0.52,0.0,0.0,80,89,71,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-20,5.82,0.00,0.0,0.0,82,90,73,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-21,3.36,1.81,0.0,0.0,81,93,68,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-22,5.14,0.13,0.0,0.0,77,85,68,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-23,6.26,0.17,0.0,0.0,77,83,71,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-24,4.47,0.62,0.0,0.0,77,84,69,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2001-06-25,5.14,0.00,0.0,0.0,79,89,68,1,1,,,,,,,,,1,,,
